,datapoint,label
659,Will thinks I'm a baby. He wants me to fire her again as a learning experience! Jesus Christ!,no
660,"With temperatures above normal so far the late fall is just a bit. And I know there are other folks looking down the road for a white Christmas. Maybe not this time, the almanac says.",no
661,"Women don't fare too well when they try to be smart. Man, my papa always told me the good Lord never meant for women to have idle time on their handscause nothing but trouble. Well, you gals have caused your fair share here.",yes
662,"Would you join me for lunch? Uh, yeah. You have to forget about her.",no
663,"Would you like me to pour you some tea? No, no, no, that's okay. I just... I need to get going.",no
664,"Wow. Treat her right, or you'll be hearing from me. Be good for Katie.",no
665,Yea but that doesn't get rid of the baby. Well it will until you start to show. Plus-minus.,no
666,"Yeah she's there, she's there. Oh my god, no one's here yet. Good, except for all the actresses, you know?",no
667,"Yeah! Goad luck, Brian. Oh, came an.",no
668,"Yeah, I heard. Thanks. For what?",no
669,"Yeah, I met a girl. What? Is she fucking hot?",yes
670,"Yeah, and who said we were voting? Guys, that's not a bad idea. We only have one car here.",no
671,"Yeah, but there's nothing we can do about that. That's the only way she can swim. Maybe not.",no
672,"Yeah, but what if we get less? I'm not going to go through this twice. Hey!",no
673,"Yeah, let her speak. I'm enjoying this. Go ahead, sweetie.",no
674,"Yeah, let's change the subject, okay. No, maybe you should call her. No, let's not talk about this anymore.",no
675,"Yeah, so Tori just... Yeah, she stayed over last night' cause she wasn't feeling well. Must be the paint fumes.",no
676,"Yeah, well, did you leave it open? No. I've been home all day.",no
677,"Yeah, yeah. Sorry. What is that, mayonnaise or something?",no
678,"Yeah, you just have to look past the gills on her neck. And you are...? He's one of Midtown Science's... -... best and brightest.",no
679,"Yeah. You know, maybe I started that. After the surgery, they left all kinds of crap inside me, like, you know.",no
680,Yeah? It's Ross. Bruce's state room is burning.,no
681,Yeah? No relationship? It was my mom that raised me.,no
682,"Yeah? Okay. Well, right here is just a little basic transportation for the nine-to-fivers.",no
683,Yeah? What about your loud mouth girlfriend? How does she feel?,no
684,"Yes you can. I'm proud of you, Austin. Thanks.",no
685,Yes! You or you! He loved her more than you can protect us.,no
686,"Yes, I am. Don't forget, employees aren't part of the competition. I-I know that.",no
687,"Yes, and she should keep it quite up. What is it? I'm not sure.",no
688,Yo! I don't... I just have our home number I don't her cell number.,no
689,"Yo, that sucks, bro. I'm sorry. Let me take you to Papagalo's, buy you a drink.",no
690,"You bet. Okay, see you in a minute. That was Natasha, she's on her way here with a lady cop.",yes
691,You better be. Yeah. That was a steer comb back there.,no
692,You can fold it or rip off Ellen's part if you don't wanna look at her. I just thought maybe you could... Remember me sometimes when you get wherever you're going.,no
693,"You can see how disappointed she is, and if you multiply that by 10, and bury it inside of yourself, that is how I feel about what you've done. Disappointment and anger. It's Disa, it's primarily, disappointment is the frosting on the cake of the anger I have in my heart for you right now.",no
694,"You can stop studying now. Not after this morning, I can't. Yes you can.",no
695,"You don't even know her name. I know when ya'll first met, she was married. I also know when you started fuckin' her, she was still married.",yes
696,"You don't got any friends. Detective Torres, meet Jimmy Conlon. Jimmy and I spent a lot of quality time together back when he was killing people for Shawn Maguire.",no
697,"You don't hear that in the city very often, do you? If I do, it's a woman. That's never a good thing.",no
698,"You don't look like that when you're, like, a normal person. And they listen to that music. And everybody knows they...",no
699,"You don't want controversy. Don't pretend like you know controversy. You wouldn't know controversy if it pulled up to a middle school, showed you its penis and make you take a blood job.",yes
700,"You felt that moving thing. Okay... Hi, Excuse me, is there anyone there?",no
701,You fucked up. I'll lead. This is bullshit.,no
702,"You fucking scared her, okay? God. You're being such a fucking weirdo.",no
703,You got until midnight. That's it. They're gonna make her pay for helping me.,no
704,"You had better be serious, Oswald. I have never been more serious. However, to pull it off, we have to return... to Gotham City.",no
705,"You have not performed the task entrusted to the court. Ran away, but they caught you. Now invent funny stories of torment and torture.",no
706,"You heard her, spread out! Check the truck! On it.",no
707,"You know Rita Richards? Yes, are you gonna tell me that she had an affair with him? Because who on the faculty has not slept with Rita Richards?",yes
708,You know her friend Trev? He's awesome. He's been DJING there every Thursday.,no
709,"You know it broke my heart to miss the wedding. Actually, you know, I don't know that it did. You're here now, right?",no
710,You know what? I'll bring her. I'll bring her here.,no
711,"You know what? Ladies and gentlemen. I'd like to take a moment and congratulate Sarah the psycho, and her bitter entourage.",no
712,"You know you see me runnin'! Come on, babies. You need a ride?",no
713,"You know, the dog got under the fence and into the neighbor's yard today. Great. When are you coming home?",no
714,"You know... Don't go into her level, I mean... She's the one to blame, you don't wanna go down digging in the dirt with her, do you?",no
715,"You little shit. Yeah. My entire yard is filled with junk, but, you know, I mean, I haven't seen her in two days.",no
716,You must be so proud of your boys. Making a big Hollywood movie. Aren't you?,no
717,"You must still like her if you're carrying around her picture, wearing the ring. Yeah. Well, you know...",no
718,"You need to relax. I wouldn't do that if I were you. Oh, I'm in your shop?",no
719,"You never listen. Well I'm listening. No, no you never listen.",no
720,You sure it's her? We're checking the DNA samples from the parents. It's Bogdanov.,no
721,You think I didn't check her out? She's clean? Clean?,no
722,You treated her? Yes. Did you agree to this?,no
723,"You wanna talk to me, don't you? Judy, don't go. I don't wanna go.",no
724,You wear women's underwear? You're gay? I gave Chuck Leeson the Thieves Holiday demo.,no
725,You were perfect.? She shuts the door behind me Waits for me to get undressed She ask if I need water I can barely understand her I think she asked me what I do And I said that I'm a singer,no
726,You were supposed to stay at her house. It was just for a bit. Her sister had a car and we drove.,no
727,"You were the one who said anything's possible. I did say that, didn't I? Thank you for letting me use your house.",no
728,"You're a little slow. Uh, this game hurts my feelings. 20 years from now, oceans are gonna rise and wipe out the Eastern Seaboard and no one's gonna care who made what album whereas the Beach Boys has already had a 50-year run.",no
729,"You're a wicked person. I'm gonna take these test results to my colleagues, and I'm confident, with some consultation, we'll come up with a treatment plan for Chloe. I want her to start taking this.",no
730,"You're gonna have her rot in there? But I don't suppose I'll ever know No. How to keep you Good-bye, Sugar Good-bye, Sugar It's Mom!",no
731,"You're kidding. No, I'm not kidding, Frank. What happened to you?",no
732,"You're kind of pretty. I'd like to draw you, give you a nice pencil twirl. You interested in a nude drawing?",yes
733,"You're not gonna believe this. I got this card from my sister, and it just made me think of this whole situation. Just listen to this.",no
734,You're not insane. I know you're just scared. Oh.,no
735,"You're safe now. I thought it was over. Hey, they're here.",no
736,You're serious? Very serious. Thank you.,no
737,"You're too young. Come on, you got ta get out. Are you serious, dude?",no
738,You're wasting your time. Plus she's way too religious. She can't be that religious if she's with Tyler.,no
739,"You're worse than she is. Anyway, I am tired of her always on my ass. I mean, it ain't like we're married or nothing, you know?",no
740,"You're, you're big. God, that is crazy. I can't believe you still hang out with those guys.",no
741,"Your camera feels like a gun to my face. Do I really need to drink this? Go on again from the beginning, and speak up.",no
742,"Your client just implicated himself. At the very least, it's accessory to distribution which is a five-year minimum sentence plus the girl was under 21 years of age, which doubles it to 10 years. With her ID and your client's own admission, he's as good as convicted.",no
743,"Your heart? Uh, no. You should follow your heart.",no
744,Your they have run over... You have brought them to you and the only thing she wanted was to fuck you immediately. Yes.,no
745,"Yup. Sounds like it. David, all right.",no
746,"Zoe. Thanks, Alex.",no
747,"Zotov told me all about you. You're a cowboy and you want Gazakov. Yeah, I do.",yes
748,"allright, i'mgonnaneed some, uh, some seriously targeted research on this. silver, i think this would be a good opportunity for you to, you know, just to dig in and and and get your hands dirty, and, abrams, you're my you're my top research guy. i need you to take her out, you know, and and show her the ropes.",no
749,"my minions... minioning now shut up what the shit crapped all these dorks in my store? we're double booked sorry I can't game I guess we're not gaming the streak continues I can grab us a table at the AFK we can still have waffles I've earned waffles, waffles of shame that would be lovely I warned you you sell card games and they'll come those mouth breathing card floppers in one's and twos at first and then more would follow and now, they've nested! and taken over my precious table space is this what you wanted, Leo?",no
750,poisoned her children. She poisoned them. Why don't you take the rest of the day off?,no
751,"subtle, ? Okay, well, I really shouldn't be saying anything right now, but she told me, a few years back, some crazy guy killed a bunch of her friends, and she's the only one who survived. What?!",no
752,"we're looking for Crystal, she in today? got an appointment? uh, no we don't an appointment per se we're hoping for a consultation type okay yeah, we wanted to talk about her clientele what the fuck are you talking about man?",no
